object_id,gp_len_scale_time,gp_len_scale_wave,gp_noise_level,gp_score
imrad_nothrim_Sindarin,43.20623147306992,384.24734072009863,0.0013990870369059254,-472.3868651866205
ingem_hub_lembas,17.081378390773633,239.80368313856653,0.016574887252751698,-213.14774637187514
ingem_lost_acharn,156.1987540608021,343.0648868300157,0.007332997266872516,-125.68394210456358
ist_acharn_pendrath,13.186858767021707,541.4404611276256,9.999999999999997e-06,-178.73371034644748
lagor_narthan_mindon,29.74395607167798,340.88765511644283,0.018883531553719246,-145.64803147026572
lang_lalaith_meldir,78.04182932586049,526.9829139651553,0.002277602185437619,-84.29057007185169
law_minuial_cabor,188.19243309284644,548.6474506399769,9.999999999999997e-06,-111.41955045431007
lebdas_adab_aglareb,49.36545078413467,478.95375392408806,9.999999999999997e-06,-141.56059503405152
limlug_mindon_iar,30.71567672680757,404.3870857468642,9.999999999999997e-06,-159.87673016778106
limlug_pess_gwend,93.80315652507848,644.31224432355,0.0038645020258854857,-63.64245924274758
lobor_mithren_fang,15.38261526369359,286.109587714329,9.999999999999997e-06,-191.08677184452262
lossen_pess_duin,41.556645721483484,440.219423755353,0.00786371767706579,-152.98413002736646
lost_ungol_draug,86.24000718931461,10000.00000000001,28.028275231893257,-479.6154109037848
luith_gobennas_ang,305.83625004936454,467.68660278231994,0.27522402372356014,-204.37320776443494
luith_saig_aranarth,150.7030787365078,1269.0222561604733,0.0033758056355394548,-77.34309021301468
luithien_mindon_eirien,157.28294864458675,388.1494503769806,0.5213321767666287,-254.4140918164143
maethor_meldir_rhosc,407.0475576258371,450.1959396421358,0.2353621931122928,-65.19145270774672
magor_elvellon_caras,67.19218977583274,815.866239035815,0.006602818120165861,-96.22476180565346
malad_saer_balrog,321.67083997761534,917.3770441134483,0.023835564116010222,-83.54403604518473
manadh_gaurwaith_lalaith,499.99999999999983,758.1147993400743,9.999999999999997e-06,-109.99548302776992
melethron_panas_aeglir,28.465739126452853,317.1848012834352,0.002737196329019322,-257.00927521834467
mereth_aiglos_ram,230.404690316548,999.2868076947707,0.008190320448328545,-94.03739744996975
mindon_helegnen_galad,31.654041216297745,299.05673429895296,0.0050423229580111835,-176.40730455775005
mithril_suil_cugu,21.16197574792989,1852.6709533396224,0.017146739733461425,-147.70931056759653
myril_thurin_ist,244.2085951411196,527.6981970261826,0.010211747376116074,-121.90713493659962
nadhras_pethron_ulug,110.92045540615008,485.0995695933543,0.027129754265546153,-232.7403061781758
narthan_cugu_mir,51.45053589575571,371.79014488371024,0.07463162094804007,-135.8879416550983
neledh_eglan_gwaloth,197.3379489810033,800.1977068865699,0.010682155147142722,-119.0083259616436
nestad_agarwaen_saer,143.54005863242094,466.73902005103116,0.019299956842563998,-161.80254636951224
nimbrethil_adab_maethor,60.227690781646466,528.8596051870732,9.999999999999997e-06,-175.98460337102802
nur_nidh_fuin,23.56036524382417,304.0406874017675,0.019727116587579367,-183.36966106469606
ogol_saig_adab,312.21132039872435,1865.8179444969126,9.999999999999997e-06,-63.9901355463266
onodrim_hervess_firion,33.69020317801856,395.1304058128349,9.999999999999997e-06,-132.71847078500642
paich_Mirion_aeruil,499.99999999999983,163.4555742925342,0.0011615356487970885,-90.66630905801883
paich_erchion_ablad,371.2100377628722,10000.00000000001,0.02653261338857089,-81.02851094259704
paich_graw_haradrim,19.491661085113314,384.77926863541336,9.999999999999997e-06,-168.58548667974424
panas_lalaith_bronwe,37.7997763969724,427.4956290709574,9.999999999999997e-06,-138.56128013506572
parf_per_ruith,499.99999999999983,734.1313864452623,0.010906412894757167,-76.2844872838148
pendrath_Gwathuirim_Elrim,59.89760982970312,545.6033769287376,0.418480862216177,-159.56193341670644
pent_agor_bronwe,120.41815567245787,1686.8970649737096,0.011104075840220402,-47.197814553575085
per_hwiniol_nimbrethil,435.43079703481413,688.2789109345308,0.06075741635138313,-147.28307148397772
perian_gwend_gwilwileth,394.2051652411993,555.2511125953637,0.0027182883745235165,-91.516045739204
perian_mir_balrog,46.634716016921956,10000.00000000001,6.1120264430091025,-390.7923436613644
pethron_corf_menel,47.08633377228019,316.8433421297173,0.00541056823995312,-196.34472189902903
raef_hud_baug,27.656321433432364,3868.4175478225666,0.003451779539843205,-154.2153213377037
ram_thavron_rusc,15.518398243651356,4440.1026427507895,9.999999999999997e-06,-141.6874058920762
rhach_bellas_alae,318.54225239677106,338.5748788542682,0.007433978584002617,-196.78227536046026
rhun_mir_magol,51.69090891480965,301.8613363688508,0.06506322305558249,-209.9320124667741
riel_glae_gellui,28.249385242122557,311.0743975419013,0.0022184226911927266,-232.93558727015414
riel_glass_lasguil,224.9711507451187,476.0457168801817,0.015060988453221643,-122.83091189216465
riel_nadhras_firiel,96.0540210159493,352.84284281203713,0.04293006140994538,-142.5834334216559
ris_hul_minas,202.13822582396367,715.6857221237068,0.0005466289234431914,-110.17757415004709
ris_perian_Tawarwaith,164.81851546154627,6576.295162666596,0.022871158362951893,-111.3811370428572
rist_anwar_amlug,102.88491874378138,302.21722418132606,0.008084206729340297,-188.80782543904638
roch_hal_eryn,403.94901932107933,952.560707417264,0.01939628950948601,-139.9057025015157
roch_magol_luin,126.50453828000957,1026.1053303521758,0.013217607912790117,-113.57661532914398
rochben_roch_naer,89.75888176472903,542.0682735550156,9.999999999999997e-06,-122.31432709674932
rom_cae_mil,311.48216130920764,463.19317310379853,0.015987518574700897,-102.81033416701054
rom_lass_laug,57.29248929691552,419.21170003804673,0.01385680483591208,-79.00521519791437
romru_elvellon_alph,15.89534335071957,296.2991286660051,9.999999999999997e-06,-181.87567498803622
rudh_achas_lachenn,499.99999999999983,673.6619455028483,9.999999999999997e-06,-103.46384454840029
ruith_nell_alph,39.24124089504146,484.91510773863837,0.007726838588376478,-630.9256615657173
ruith_nur_aranarth,19.59744321663983,259.5260777365383,0.006241759676848812,-160.502424778177
ryn_amarth_rhach,188.236755605448,10000.00000000001,9.999999999999997e-06,-84.51565031388067
saig_nagol_rodwen,33.96817004196721,10000.00000000001,2.059549105862148,-394.2044011484345
salph_iar_merilin,17.218048930487544,284.73652866368315,9.999999999999997e-06,-222.14187228794205
sammar_luin_rom,19.55466122285207,263.9686518904733,9.999999999999997e-06,-172.9952191656475
soga_forodrim_aith,499.99999999999983,1517.4483868297348,0.019654633237968084,-122.20852695365005
soga_galad_amon,20.514081872598677,419.73106982067407,0.025641833125258924,-106.58554648029391
suil_sogannen_bain,148.95316563705077,686.6076116547591,0.009595099126354993,-98.51340422057423
talraph_anann_nestad,499.99999999999983,703.9104328709032,1.741639690295005e-05,-104.34880402526997
tang_aranarth_gwanur,133.2818517962425,2811.654202867511,0.017245562122112625,-82.35213528095638
tavor_hud_parf,24.681677203241247,703.2751468291563,0.035968769248816396,-160.93522211227804
tavor_luin_espalass,420.78030823777505,476.4000431815577,0.018025140469672213,-127.85995437783721
thamas_hud_cuil,54.26743715511947,2159.8078402132346,0.009427446311182027,-128.41553884946904
thul_iar_lalaith,21.273235389634035,335.53052968870037,9.999999999999997e-06,-184.1609319891996
tinnu_maen_gaurwaith,200.84313248528417,343.0000295967388,0.02559816888459707,-172.97370921302718
tirith_randir_gwanur,64.91598163771461,10000.00000000001,29.415689407509127,-545.0498426706629
tobas_Elrim_salph,62.1488592196371,556.708815385481,0.012438530534696356,-138.0280864955593
tobas_hub_glandagol,348.97667585334,470.11440775350013,0.019371076448614754,-142.93492029450522
uir_edlothiad_espalass,280.0837738705244,10000.00000000001,0.005977780740931815,-86.44977340217781
uruk_narthan_lin,113.59608254449039,625.1916994106033,0.011557054981346224,-124.57575050434006
ylf_gath_dannas,20.474812207862556,10000.00000000001,0.0029668149079889244,-137.66395795013932
Druadan_rodwen_bragol,25.202184127877956,459.80510794506785,9.999999999999997e-06,-148.5940328839371
Elrim_harad_menel,148.03879856110714,10000.00000000001,0.0051954168193669,-126.72202321282693
Eluwaith_nestad_in,113.90044154941677,732.675910460575,0.012858052238010181,-126.34543333517693
Ennor_nimp_rovalug,499.99999999999983,150.77854250236894,9.999999999999997e-06,-98.05032571001317
Rochirrim_dunadan_annon,30.21479609689931,10000.00000000001,0.019897608005788756,-137.68516119829616
Rochirrim_pennas_fervain,69.69291824671741,990.8677610065816,0.0014271212595820752,-371.64653436497747
aes_faun_melethron,19.089536930731914,542.4398788844246,9.999999999999997e-06,-86.67615391262179
agor_galenas_pod,382.95008292400945,460.7599254634457,0.0009302492434767845,-80.93837566200617
agor_gaurwaith_hervenn,390.27756458476097,1548.6008968308347,0.0009606601115597302,-114.77158815512962
ah_eirien_mithren,24.328665103083143,420.4686732621984,9.999999999999997e-06,-150.80822211805338
aiglos_iphant_corf,401.8797075660476,10000.00000000001,100.00000000000004,-223.84536701567876
amath_lobor_rhun,20.784604486612526,553.8386349707771,9.999999999999997e-06,-126.60377600659804
amloth_gaw_lalaith,22.231918940474642,560.9326212558585,0.0074622666438933505,-152.60658422238444
amloth_talraph_puig,225.28244121147534,585.0947596129837,0.006898828233753825,-134.32593818504978
angos_rochir_aras,47.07254646216033,865.2119684869268,0.024421446729573318,-183.6752765137507
ank_raegdan_iaun,19.333527400342184,436.9970511043091,9.999999999999997e-06,-138.29978350555112
araf_gwaun_nagol,117.06859825303054,407.0973290924487,0.004819504910881108,-181.87448560748408
aran_lin_gwaun,499.99999999999983,138.6805684885617,0.020249713620083973,-103.199647368293
badhor_mirdan_hwiniol,381.45015570350307,229.84572942076883,0.12044231963667831,-113.32628365031812
bass_thamas_galadhrim,499.99999999999983,377.34610440692734,0.13712500718493686,-190.043091760251
bellas_nell_amath,499.99999999999983,456.5494446451552,0.007358730062232645,-87.05061051128209
bellas_rochben_aith,26.99378325050505,345.6619602027188,9.999999999999997e-06,-185.03351336299642
bragol_gwathui_gobennas,40.161837973792835,415.805661025763,0.0037354788476348395,-157.58221629945288
bragol_ninglor_ank,19.421808477152545,447.67941651260173,9.999999999999997e-06,-148.3925447867214
braig_dunedhel_elu,350.7381374051092,302.2217430768492,4.467309762443651,-297.28225614613956
calad_suil_badhor,499.99999999999983,1448.2762080604998,0.0014017343347955335,-97.54638198130557
callon_daen_harad,237.84714508223558,1429.5874086755468,0.0056245494147499535,-84.47329040312691
callon_pess_hand,48.052973814223634,742.0776865255253,0.0018121575638343319,-126.02588537679733
caras_uanui_merilin,19.258538878069505,389.53281124449836,0.003979281636930028,-174.8234074002586
celeb_Ithil_cuin,126.95091731156961,561.9546387466985,0.0014137329916470637,-116.96527103180614
celon_agor_elu,499.99999999999983,792.2090970440471,9.999999999999997e-06,-72.55768027832481
cirdan_araf_maecheneb,53.22543089324567,1246.0889295077018,0.015062257485834757,-125.2519644913857
cuin_corch_nothrim,17.523478145107166,402.3890013199104,0.012115591503656764,-111.11198505586755
cuin_gondrath_aith,229.56663393743807,538.5980375369033,0.0006964684230567901,-131.03868802402255
cuin_pess_uir,439.8986444464708,596.292286221254,0.00699763267828973,-53.4081154044117
cund_Mirion_dunedhel,125.69837311642672,413.65419813482265,0.0024384498387111193,-151.45401785195938
dirnaith_heledh_minas,191.64102597990635,359.2060380922898,0.2508381868286175,-177.36461943533544
dol_mirdan_adan,499.99999999999983,1197.60162214752,9.999999999999997e-06,-37.825397396594774
drafn_achas_rochben,199.34883444413381,1247.9570004697773,0.010136441053856454,-120.95533805346406
drego_amlug_galadhrim,244.96929235649907,833.7910505523148,0.002775677954590863,-132.25428563754153
dunedhel_min_hub,313.06164284780044,206.79359066486796,0.002963097181451048,-124.4485996651611
edlothiad_celeb_menel,18.00751391805594,314.96536152313195,9.999999999999997e-06,-206.5842177136192
eilian_hud_lossen,42.08140267041443,574.0376542827477,18.376834843955535,-292.1725463097832
erchion_lend_lain,19.672330984453627,234.65975247221013,0.10617818551491691,-240.10364827858177
eredh_nothrim_hador,293.59950782335557,935.5446824461501,0.0014022513782932418,-71.33254570239457
espalass_ryn_ist,25.397415412770435,255.71714559520208,0.0013776710519311866,-170.25313476492855
fast_cenedril_pod,17.640712325519196,10000.00000000001,1.0056406603005288,-264.224407039406
faun_heledh_onodrim,499.99999999999983,393.19286067858627,0.01021142651002119,-161.59918681088863
firiel_tinuviel_ennorath,91.42050197280723,292.2236061554652,0.0018272687581611848,-112.64021762243641
gador_galad_myril,357.0431433651428,460.0109657566204,0.02502579939765962,-132.430961237488
galadhrim_bellas_amarth,16.079371549907325,515.4894766667985,0.032809079095315906,-302.43575480218954
gath_laes_gaur,19.14561589330368,257.35138723223935,9.999999999999997e-06,-121.4621775533045
gaurwaith_tamin_ungol,152.81952426954092,561.7771169794463,0.0036836976742198766,-113.40241815161716
gaw_hador_peredhel,499.99999999999983,450.7699640525517,0.0040432115012720956,-53.18582622799646
gellui_maecheneb_raef,43.56507894953926,235.30766011655444,0.1041801971131151,-216.66033430117892
gil_mithren_luithien,461.88377281550004,711.7329643027497,9.999999999999997e-06,-52.30610805955736
glandagol_dunadan_min,145.3064352900632,1586.5868258726318,9.999999999999997e-06,-150.89188505083087
glass_menel_rudh,15.975445144924807,610.3124142227853,9.999999999999997e-06,-135.40452656746223
glass_nidh_cenedril,499.99999999999983,1354.9347772013605,0.0017303151965580696,-92.92550081917167
gobennas_gondrath_puig,18.17135997963451,287.4874328397641,0.044963683939060396,-242.56504833520142
gond_Mirion_lain,499.99999999999983,713.6214052199268,0.05513881250534683,-97.01983871871232
gondrath_haudh_mund,499.99999999999983,4537.359992273277,0.027798325702643754,-86.88597764381798
gorn_lebenedh_bregedur,491.54601074761,10000.00000000001,8.664367174640825,-121.88728237341218
gorn_narthan_agar,299.83862773985277,4323.073808537114,9.999999999999997e-06,-63.47362298727205
grond_ogol_pennas,245.33762503968276,264.91410858977673,9.999999999999997e-06,-123.38628992110155
gul_celon_gond,160.51497379532265,486.499598222956,0.046220141677281876,-304.1744698791117
gul_eirien_anwar,41.984181052396934,250.63714493955632,0.21607047318353745,-298.37568077609455
gwanur_Gwathuirim_Rochirrim,400.38068984310877,697.3948742417197,0.012627823926331007,-139.50406713501354
gwanur_thul_firion,177.67489433328427,434.2106584320948,0.008514083096063494,-175.18048281857915
gwarth_bellas_glamor,152.9417372342477,943.4757638523312,0.011173081185538234,-96.76783289842868
gwend_grond_Mithrim,26.85644398987462,1037.1321888739385,0.09553878027969771,-159.92388027112327
harad_archam_cae,499.99999999999983,805.4339968470184,0.012486132494010453,-110.72891741216156
harad_rochben_forodrim,58.896926275416256,369.8075185207736,0.0006698220574834889,-121.29254671066394
harad_tirith_mithren,22.380040282258683,434.05576644525803,0.01497197184942796,-282.59233965713383
haradrim_fae_maecheneb,34.690231018301525,227.50557302467143,0.0256726162633565,-163.2027653310535
haudh_pod_maecheneb,65.23717131498223,310.10362903241054,0.03395494818959876,-231.02845097515183
helegnen_faradrim_cae,99.70427803262488,6057.631988006505,0.003846552965940521,-106.0646083078618
hervenn_rhosc_honeg,391.42410120990974,552.2540866952834,0.03734248699963218,-80.12206201007521
hervenn_tang_callon,49.905981032433644,353.8591129109285,0.026615080816920704,-221.49194533335418
hervess_bellas_aiglos,99.33183917632927,397.7776076480808,9.535270104111275e-05,-94.91999284094803
honeg_fern_saig,499.99999999999983,538.5018943747907,0.004852233668778078,-59.18207502632023
honeg_romru_soga,61.43196407962481,397.447807373341,0.014508729987774917,-194.01481635420168
hud_bregedur_rist,52.336901703320216,554.884799391689,0.013457238706622666,-136.17317164637103
idhren_aear_min,276.19004061871357,378.0107583250104,0.07090177538128487,-154.01870466704804
idhren_paich_merilin,499.99999999999983,690.7674106410267,9.999999999999997e-06,-84.14615413061256
ithron_andrann_lebdas,139.803116529232,1450.7854789518567,0.006055898251380125,-102.25097091625189
lacha_Ennor_ogol,23.51712753431161,546.8172663404162,0.06363907848029782,-205.5086203744236
lachenn_dirnaith_gwador,380.0688389131467,725.5540875777192,9.999999999999997e-06,-96.83158606311322
lachenn_imlad_cugu,50.9849661522821,488.0176932848374,9.999999999999997e-06,-74.07551383750183
laer_rusc_uruk,499.99999999999983,1061.5648280944802,9.999999999999997e-06,-67.75000332843405
lain_imlad_salph,194.5556140276519,772.4011920578425,0.06131011709788435,-208.10808430881704
lain_tinuviel_aduial,162.7291994645548,277.98778516761666,1.2442454728723293,-344.71174808269205
lam_aeruil_muinthel,38.828613427452545,351.11742210523005,0.02305516307425383,-161.2905513283713
lam_anann_gador,24.45857277930697,558.647219274225,0.11116914568979328,-164.0625773099843
law_ithildin_andrann,244.70613383574798,485.43598854367923,0.022935018826846666,-119.85814926098604
law_pent_sammar,105.05029924905784,1087.6066308092684,9.999999999999997e-06,-88.25753029390651
lorn_thul_gwathui,38.33890875288661,1260.1817024988154,0.01750699399597342,-203.67825598338254
loss_iaun_gwael,151.61306076268082,442.50543583679405,0.0009382701854133155,-107.47728049212196
loss_laer_amloth,499.99999999999983,440.06715632695864,0.003464915159136603,-54.04154131126706
loss_toll_perian,133.12508498643496,594.7968628815723,0.005112366656863334,-139.22943701735875
lossen_aear_faun,133.43645093012788,257.2397632181112,0.07436652740820877,-141.68081655959801
luith_fast_aear,363.7790900020254,572.6062120429184,0.0067467094492082965,-97.45776505354875
maethor_tobas_laug,499.99999999999983,625.427571405371,0.030554966331092063,-109.13331488288921
magol_mund_baug,18.37929177961254,214.97124527592723,9.999999999999997e-06,-229.27211152929146
magor_hend_amarth,167.87884193048043,543.3939728005818,9.999999999999997e-06,-30.61615018158188
melethron_graw_imrath,110.8394403697739,10000.00000000001,0.01249057187511144,-110.8629871098628
menel_hervess_lend,499.99999999999983,187.08694782259286,0.0025047508010103132,-89.90384742266332
mereth_faun_bass,44.71372663177402,588.4425817518361,9.999999999999997e-06,-96.49958009977951
mereth_lachenn_heleg,365.9815005314849,809.1829621131017,9.999999999999997e-06,-51.174396228578644
min_noroth_manadh,356.3724203228644,657.4481350773183,0.006674596159009105,-100.9894166594278
minai_uruk_rochir,499.99999999999983,680.1107861532058,0.007899548373688501,-112.16937781367243
minas_lain_cirion,18.336696606224837,311.5423597205005,0.2519618052260997,-255.36086257232952
mindon_tang_firion,25.970157977681822,459.2258811210341,0.01682123297417424,-196.5553975105321
minuial_meril_salab,12.527215745356516,180.31529719124208,0.00495219896069133,-160.07271096518082
morgul_ennorath_magor,20.811692100359554,513.5268436017743,0.010474834396144739,-152.8645378490235
morn_sogannen_midh,54.07840429108279,196.45495595120013,9.999999999999997e-06,-172.79696430046297
muinthel_iphant_tathar,499.99999999999983,336.45499213004047,0.0006323133614668056,-68.29723348166766
nadhras_galas_nestad,13.919946289293993,9468.40690766913,0.15483409064604273,-224.52772127358458
nagol_lavan_salab,30.25547331222603,339.57196812689153,9.999999999999997e-06,-150.57961218432098
nana_Mithrim_fuin,225.9738770843126,219.38140447106883,0.23589583381414356,-206.64391476166756
nana_lost_luin,38.86643641519901,436.9980318309582,0.014789701604189917,-127.24779416477446
narthan_hub_daen,257.471468759773,942.2466249505107,0.00898246287357286,-120.75807148349827
nimbrethil_fern_aphadrim,95.67743530873881,319.92746639964497,0.010218769745708784,-131.48274973606738
noroth_hend_grond,20.193604072618786,278.77368405158376,9.999999999999997e-06,-206.95636869832902
nothrim_ninglor_tinuviel,244.11969585656476,618.517985641001,0.5136577010644773,-114.34472307712741
paich_ithildin_gorn,390.5490527671027,252.00990272982912,0.01128501121280384,-209.79168365102436
panas_magol_loss,16.54787070856189,285.003575428902,0.09996135712665453,-239.85111820174544
panas_pilin_ah,180.00997254198046,845.0304447052044,0.023807174718015224,-121.45474185698967
parf_Ennor_idhren,290.4384211491378,1272.0894062499754,9.999999999999997e-06,-84.0252522851822
pennas_baneth_ingem,339.4707043012841,616.0875920102454,0.06316540240728438,-123.3488077151959
per_baug_cund,499.99999999999983,2444.5217349352,0.02788170977018342,-102.23408116397653
pess_ank_cabor,191.2899063043906,518.3424766427123,0.029190134140995968,-170.6205331734661
rach_Gonhir_rom,140.93139465081143,483.21316716775476,0.005246232311276365,-130.1633657517075
raef_lossen_panas,499.99999999999983,831.5307260517088,0.004776945563335916,-54.39587331383096
ram_haeron_imrath,279.3826714432661,555.0579856015443,0.00942023590463258,-128.45564533287083
raug_parf_ungol,499.99999999999983,2175.152329224015,0.012649237593019683,-104.7623193248431
rhach_aeglir_midh,48.3578486070462,656.5612365664977,9.999999999999997e-06,-113.05530719066341
rhach_aeruil_glandagol,190.75253209509268,743.9651802316004,0.009727366913165392,-136.79732030087592
rhosc_menel_eirien,196.78626137541897,357.39284090729245,0.11098444887846672,-290.5536242410511
rhosc_meril_uir,15.633517672601728,10000.00000000001,8.35464198735053,-402.3108947962046
rhun_anwar_iaun,41.873484861573424,548.5652169812166,0.045697430298716354,-202.3687826358081
rhun_gwador_toll,24.0980711843091,296.40132723397113,9.999999999999997e-06,-153.21123023984063
rist_lacha_hal,16.32770505266228,310.2763520796364,9.999999999999997e-06,-129.2322820702961
rochir_Sindarin_merilin,15.676142347104806,345.0097918071268,0.08680958593601233,-302.3814636387497
rovalug_adel_tamin,17.22908387029261,221.7070518126212,0.00770906511282779,-249.67462413890362
rovalug_drego_lachenn,499.99999999999983,746.8546973484781,0.01825280387169085,-62.256944473136215
rovalug_imlad_alagos,103.13027650518693,909.9168712802829,0.006518209035773581,-159.20327984088848
