object_id,target,pred_ft_transformer
Sindarin_elu_ah,0,0.0016045781085267663
Sindarin_gwachaedir_lachenn,0,0.0015654334565624595
Sindarin_lalaith_bregedur,0,0.0017023294931277633
Sindarin_lam_dunedhel,0,0.0025739793200045824
Sindarin_minas_fervain,0,0.003218795172870159
Sindarin_rusc_glamog,0,0.0007140657398849726
Tawarwaith_Gwathuirim_cabed,0,0.001739596133120358
Tawarwaith_cabed_aeglir,0,0.0034189128782600164
Tawarwaith_gaw_in,0,0.23268982768058777
Tawarwaith_melethril_drego,0,0.0015553146367892623
Tawarwaith_puig_morn,0,0.004677576012909412
Tawarwaith_raegdan_nost,0,0.001698710024356842
Tawarwaith_rovalug_mund,0,0.0024058769922703505
ablad_dam_roch,0,0.0015919094439595938
ablad_maen_aranarth,0,0.001900943461805582
ablad_puig_manadh,0,0.0030183224007487297
ablad_vin_faen,1,0.7123900055885315
achad_adan_balrog,0,0.0007492403965443373
achad_corch_nothrim,0,0.06317548453807831
achad_fae_eilian,0,0.002604444744065404
achad_gwaloth_pilin,0,0.0029489288572221994
achad_minas_adan,0,0.0029707713983953
achad_thamas_hend,0,0.0016970031429082155
acharn_adel_baug,0,0.0015923558967188
acharn_firion_morn,0,0.0016470795962959528
acharn_lend_Mithrim,0,0.0016837710281834006
acharn_magol_nadhras,0,0.0007221113191917539
acharn_nost_mil,0,0.014254911802709103
acharn_per_gwaloth,1,0.8595673441886902
acharn_uir_bregedur,0,0.7564980387687683
achas_eilian_lossen,0,0.0017188109923154116
achas_grond_pilin,0,0.031069401651620865
achas_hal_nana,0,0.002068561501801014
achas_hwiniol_nothrim,0,0.0024756828788667917
achas_iar_gaur,0,0.0015652277506887913
achas_lavan_saig,0,0.017867757007479668
achas_riel_braig,0,0.002238450339064002
achas_rom_cair,0,0.0007239555125124753
achas_saer_hand,1,0.0530603788793087
achas_salab_cenedril,0,0.0033793943002820015
adab_Gonhir_gwanur,0,0.0019425608916208148
adab_amdir_gli,0,0.0026281005702912807
adab_cabor_gwaun,0,0.006941087078303099
adab_drafn_amloth,0,0.0015531766694039106
adab_faun_aith,0,0.0018971078097820282
adab_magol_cyron,0,0.0017083535203710198
adab_peredhel_hend,0,0.0018944209441542625
adab_rach_pess,0,0.0017554740188643336
adab_rochben_lathron,0,0.002231953665614128
adab_thul_rust,1,0.002741779899224639
adan_Druadan_annon,0,0.0023411880247294903
adan_cae_morgul,0,0.0016519333003088832
adan_fern_nothrim,0,0.020567428320646286
adan_galad_alagos,0,0.001567578176036477
adan_lachenn_gwanur,0,0.0016206084983423352
adan_lhug_hervess,0,0.0038378210738301277
adan_rom_alae,0,0.0019772914238274097
adar_amlug_eryn,0,0.0007148174336180091
adar_ang_eredh,0,0.0007269899942912161
adar_glass_cenedril,0,0.0053776102140545845
adar_hadhod_soga,0,0.001721748965792358
adar_inias_hand,0,0.0016304991440847516
adar_lam_rist,0,0.03590342774987221
adar_law_agor,0,0.0016201718244701624
adar_maethor_lasguil,0,0.0015898342244327068
adel_draug_gas,0,0.0024401231203228235
adel_glae_melethron,0,0.0463966503739357
adel_nimp_toll,0,0.0017435298068448901
adel_pethron_imrad,1,0.9021162986755371
adel_tirith_riel,0,0.0015844437293708324
aderthad_cair_agar,0,0.0017414743779227138
aderthad_cirdan_Eluwaith,0,0.006561715621501207
aderthad_cuil_nimbrethil,0,0.001138531370088458
aderthad_nimbrethil_gellui,0,0.2038496732711792
aderthad_ulug_nadhras,0,0.0007223653374239802
aduial_anann_aphadrim,0,0.002660892205312848
aduial_gli_hast,0,0.0035078562796115875
aduial_malad_gorn,0,0.11214428395032883
aduial_mindon_harad,0,0.0017012746538966894
aduial_nur_luith,0,0.002465666737407446
aear_agarwaen_cund,0,0.0015942583559080958
aear_aiglos_nadhras,0,0.0016167577123269439
aear_glamog_rodwen,0,0.001727790106087923
aear_glass_morn,0,0.0021669554989784956
aear_lunt_nana,0,0.0015885375905781984
aear_morgul_heleg,0,0.0017277742736041546
aear_salab_cuin,0,0.0021690549328923225
aegas_Druadan_gli,0,0.0016731865471228957
aegas_ank_ungol,0,0.006281723268330097
aegas_gaw_navaer,0,0.0016312195220962167
aegas_ryn_imlad,0,0.0036949152126908302
aegas_tobas_dunedhel,0,0.0015765461139380932
aeglir_Dornhoth_adan,0,0.0016711846692487597
aeglir_certh_bregedur,0,0.000723511737305671
aeglir_min_graw,0,0.002977702533826232
aerlinn_Elrim_alph,0,0.003414326347410679
aerlinn_Eru_cenedril,0,0.0025886129587888718
aerlinn_aduial_aear,0,0.0029084119014441967
aerlinn_gwarth_thor,0,0.002688811393454671
aerlinn_hand_gul,0,0.0019409769447520375
aerlinn_heron_luith,1,0.2554982304573059
aerlinn_laer_aith,0,0.011219247244298458
aerlinn_nadhras_cund,0,0.0017105035949498415
aerlinn_nagol_bellas,0,0.0007206958252936602
aerlinn_raef_nimbrethil,0,0.0017479945672675967
aerlinn_saer_nell,0,0.0027265080716460943
aerlinn_sirion_gli,0,0.0017078469973057508
aerlinn_ylf_lagor,0,0.0021002795547246933
aeruil_corch_min,1,0.5579850077629089
aeruil_cugu_rach,0,0.0015555182471871376
aeruil_rust_harad,0,0.0016914077568799257
aeruil_tavor_ogol,0,0.5465948581695557
aes_baug_lobor,0,0.0024956914130598307
aes_eglan_glae,0,0.0032766277436167
aes_espalass_iphant,0,0.0007165378774516284
aes_faun_melethron,0,0.0018072632374241948
aes_hub_law,0,0.002098393626511097
aes_lavan_adan,0,0.0016757103148847818
aes_lorn_pendrath,0,0.15863479673862457
aes_min_uan,0,0.0007114944164641201
aes_minai_fervain,0,0.0007423666538670659
aes_perian_fae,0,0.0007429038523696363
aes_rhovan_erchion,0,0.0008075401419773698
aes_sammar_thul,0,0.002723288256675005
agar_Tawarwaith_Sindarin,0,0.001649256912060082
agar_badhor_agarwaen,0,0.0008342567598447204
agar_cugu_glaur,0,0.0007452373974956572
agar_graw_pethron,0,0.0021545516792684793
agar_iar_glandagol,0,0.0007224507280625403
agar_neledh_imrath,0,0.0059692771174013615
agarwaen_Elrim_muinthel,0,0.002715516136959195
agarwaen_cund_rhosc,0,0.22581978142261505
agarwaen_galadh_galadhrim,0,0.0016805808991193771
agarwaen_guldur_Ithil,0,0.004714873153716326
agarwaen_hu_fervain,0,0.0017838326748460531
agarwaen_meldir_forodrim,0,0.0017916177166625857
agarwaen_tobas_andrann,0,0.0008707597735337913
aglareb_angos_sador,0,0.002573746722191572
aglareb_araf_glamor,0,0.0019768725614994764
aglareb_gwarth_gli,0,0.0037131577264517546
aglareb_imloth_cabor,0,0.0018227242399007082
aglareb_panas_sammar,0,0.0016938458429649472
aglareb_thangail_nana,0,0.0015830284683033824
aglareb_uan_midh,0,0.0026488234288990498
agor_aes_laes,0,0.0015649594133719802
agor_annon_rudh,0,0.003102009417489171
agor_araf_faradrim,0,0.0007198999519459903
agor_certh_heron,0,0.0017601436702534556
agor_galenas_pod,0,0.0016836219001561403
agor_gaurwaith_hervenn,0,0.0015960861928761005
agor_glass_glamog,0,0.0017207167111337185
agor_gondrath_pent,0,0.0019002488115802407
agor_grond_min,0,0.002383338985964656
agor_luithien_harad,0,0.1965227574110031
agor_yll_tachol,0,0.0007326569757424295
ah_Druadan_gwador,0,0.0016838054871186614
ah_achad_bain,1,0.9323164820671082
ah_anwar_Sindarin,0,0.0032163728028535843
ah_calad_mithren,0,0.0015433700755238533
ah_eirien_mithren,0,0.0016988662537187338
ah_eredh_annon,0,0.0024385901633650064
ah_fervain_Ennor,0,0.0017485189018771052
ah_gorn_per,0,0.0007266165921464562
ah_gorn_ruith,0,0.0025507169775664806
ah_gwaun_acharn,0,0.0015962304314598441
ah_imrad_ai,0,0.011503241024911404
ah_lam_lobor,0,0.0016854200512170792
ah_magol_thor,0,0.002129577798768878
ah_mir_Mithrim,0,0.0015840560663491488
ah_muinthel_tobas,0,0.0007984807016327977
ah_navaer_agarwaen,0,0.001914873719215393
ah_rom_firion,0,0.006682049483060837
ah_ryn_gellui,0,0.0019221872789785266
ah_sador_imloth,0,0.0015640099300071597
ah_saelor_hend,0,0.0018478657584637403
ah_sammar_nost,0,0.7168216705322266
ah_sirion_perian,0,0.001696703489869833
ah_ungol_nath,0,0.0019736597314476967
ai_cirdan_uir,0,0.017952805384993553
ai_hub_hwiniol,0,0.001764335436746478
ai_limlug_ninglor,0,0.0017267245566472411
ai_lorn_Mirion,0,0.001918416703119874
ai_peredhel_laer,1,0.07721585035324097
ai_ylf_tamin,0,0.4752437472343445
aiglos_Sindarin_glass,0,0.0019308093469589949
aiglos_aeglir_ryn,0,0.0007233114447444677
aiglos_bass_yll,0,0.013957994058728218
aiglos_emel_talraph,0,0.001577750314027071
aiglos_inias_tachol,0,0.0016864842036738992
aiglos_iphant_corf,0,0.0017438225913792849
aiglos_per_cenedril,0,0.003016337286680937
aiglos_roch_nim,0,0.0017635250696912408
aiglos_ryn_gwael,0,0.0015592611161991954
aiglos_saig_mindon,0,0.0007195675862021744
aith_annon_fast,0,0.12740512192249298
aith_certh_midh,0,0.0015553063713014126
aith_fae_tirith,0,0.0017099522519856691
aith_firen_corch,0,0.001696304534561932
aith_glass_firiel,0,0.0017958148382604122
aith_gwarth_lagor,0,0.0017594359815120697
alae_Sindarin_lembas,0,0.0007176809012889862
alae_celon_faradrim,0,0.0017783823423087597
alae_dol_nimp,1,0.021023431792855263
alae_eryn_hand,0,0.0017164259916171432
alae_guldur_ithron,0,0.0015640411293134093
alae_haeron_aphadrim,0,0.003112480277195573
alae_hend_heron,0,0.00072137062670663
alae_lathron_aran,0,0.0008039097301661968
alae_lost_hu,0,0.17225532233715057
alae_saew_dannas,0,0.0007527181296609342
alag_amlug_gaurwaith,0,0.0008129210909828544
alag_haradrim_celair,1,0.8963639140129089
alag_nimp_laer,0,0.0017183159943670034
alagos_firiel_gas,0,0.0017832358134910464
alagos_hador_melethril,0,0.18768420815467834
alagos_honeg_bragol,0,0.0015452831285074353
alagos_nadhras_iar,0,0.001715265098027885
alagos_rach_ris,0,0.001731392927467823
alagos_tinnu_sammar,0,0.0019290301715955138
alph_alag_lunt,1,0.9075167179107666
alph_celon_archam,0,0.001589857623912394
alph_celon_gwaloth,0,0.0007309145294129848
alph_hud_Eru,0,0.0021872958168387413
alph_ist_faun,0,0.0017582077998667955
alph_nana_panas,0,0.0015517370775341988
amarth_ai_Gonhir,0,0.0017244016053155065
amarth_firiel_aglareb,0,0.0007186102448031306
amarth_heledir_gil,0,0.001765628345310688
amarth_min_thamas,0,0.009773883037269115
amarth_pilin_ram,0,0.0007103375974111259
amarth_riel_tinnu,0,0.0018596550216898322
amarth_saew_melethron,0,0.0016863998025655746
amath_cabor_minas,0,0.0016040357295423746
amath_celon_agarwaen,0,0.001948369899764657
amath_gwador_helegnen,0,0.0017816695617511868
amath_haust_eilian,0,0.0007186143775470555
amath_heron_minas,0,0.0007176395156420767
amath_lobor_rhun,0,0.0007206773734651506
amath_nadhras_rhun,0,0.0017376214964315295
amath_rochben_nim,0,0.001791620277799666
amath_ulug_Eru,0,0.0007480949279852211
amath_ylf_glamog,0,0.000738714647013694
amdir_hul_hervenn,0,0.001716232392936945
amdir_ithildin_laer,0,0.0016909592086449265
amdir_minuial_pod,0,0.0017136060632765293
amdir_ruith_braig,0,0.002169510116800666
amloth_aith_inias,0,0.006533134263008833
amloth_gaw_lalaith,0,0.003048763843253255
amloth_glamog_gwaun,0,0.0028903998900204897
amloth_hu_magol,0,0.0020440376829355955
amloth_iphant_nur,0,0.0007300586439669132
amloth_pess_gwathui,0,0.001989232376217842
amloth_talraph_puig,0,0.0007370582316070795
amloth_uruk_cuin,0,0.001746494323015213
amlug_grond_rudh,0,0.0007152316975407302
amlug_ithron_Ennor,0,0.001690830453298986
amlug_loss_ang,0,0.002939533442258835
amlug_raegdan_heledh,0,0.0024525646585971117
amon_adel_aeglir,0,0.0017650711815804243
amon_cirion_annon,1,0.7909935712814331
amon_corch_idhren,1,0.7135502696037292
amon_corf_Druadan,0,0.0027373209595680237
amon_imloth_luin,1,0.1419828236103058
anann_acharn_midh,0,0.059218645095825195
anann_haradrim_haudh,0,0.0007453510770574212
anann_lasguil_araf,0,0.000735941284801811
anann_nath_echad,0,0.001690337317995727
anann_per_pess,0,0.008982638828456402
anann_raegdan_lost,0,0.09429575502872467
anann_rhovan_Gwathuirim,0,0.001603456330485642
anann_rom_anwar,0,0.001715008052997291
anann_saew_aranarth,0,0.0012305083218961954
anann_talraph_haeron,0,0.0007215713267214596
anann_uir_ang,0,0.0022570020519196987
anann_ungol_agarwaen,1,0.0875355526804924
andrann_Gonhir_cuil,0,0.0007369613740593195
andrann_achad_tinnu,0,0.0016940594650804996
andrann_calad_gador,0,0.00073052424704656
andrann_galas_rochben,0,0.0017215523403137922
andrann_hun_cirdan,0,0.0007388790254481137
andrann_luithien_Ennor,0,0.007260807789862156
andrann_puig_fern,0,0.0007176997023634613
ang_cugu_harad,0,0.0023568817414343357
ang_midh_hu,0,0.0007447269163094461
ang_neledh_aith,0,0.4153493344783783
ang_thor_gaur,0,0.0007265020394697785
ang_ungol_rochben,0,0.0022538998164236546
angos_achad_hu,0,0.0017710429383441806
angos_annon_aegas,0,0.0017234284896403551
angos_celon_lain,0,0.001974312588572502
angos_dagnir_tamin,0,0.0007205530419014394
angos_hadhod_haudh,0,0.0007210891926661134
angos_hast_hud,0,0.06376001983880997
angos_maecheneb_heleg,0,0.001708017778582871
angos_pod_cabed,0,0.00100865145213902
angos_rochir_aras,1,0.9265363216400146
angos_rusc_curunir,0,0.006297963205724955
angos_tamin_haust,0,0.0016158604994416237
ank_anann_cugu,1,0.6287364363670349
ank_cirdan_ryn,0,0.0015463746385648847
ank_ennorath_cuin,0,0.0007220717961899936
ank_fast_luithien,0,0.0020544640719890594
ank_glandagol_law,0,0.000729240186046809
ank_gwaun_haradrim,0,0.4716968536376953
ank_heledh_rudh,0,0.001657789689488709
ank_parf_laes,0,0.0007267000619322062
ank_raegdan_iaun,0,0.050546690821647644
ank_rovalug_eilian,0,0.00202765641734004
ank_sammar_rudh,0,0.0017714814748615026
annon_adab_lossen,0,0.001902064774185419
annon_bragol_heledir,0,0.016576450318098068
annon_callon_cyron,0,0.000781053036917001
annon_elvellon_gorn,0,0.008544092066586018
annon_gwend_lain,0,0.012659894302487373
annon_lorn_baug,0,0.8243809342384338
annon_salab_aderthad,0,0.0019862621556967497
annon_tinnu_faun,0,0.001543610473163426
anwar_gas_gaw,0,0.001698221080005169
anwar_gilgalad_luith,1,0.8243810534477234
anwar_lunt_hador,0,0.0015654094750061631
anwar_mithren_hal,0,0.0023331984411925077
anwar_myril_amon,0,0.0007604332640767097
anwar_raef_fervain,0,0.001619638060219586
anwar_randir_myril,0,0.0017298959428444505
anwar_thamas_agar,0,0.000854268204420805
aphadrim_aduial_perian,0,0.2195103019475937
aphadrim_braig_lin,0,0.0016155197517946362
aphadrim_gwaun_thavron,0,0.0017705659847706556
aphadrim_harad_aiglos,0,0.028898240998387337
aphadrim_lain_minai,0,0.0017054772470146418
aphadrim_neledh_ist,0,0.0020802963990718126
aphadrim_tegilbor_helegnen,0,0.0007289716741070151
araf_agar_maecheneb,0,0.0016369373770430684
araf_cabed_raef,0,0.008963108994066715
araf_glamog_echad,1,0.7110689878463745
araf_gwaun_nagol,0,0.0016873410204425454
araf_hub_faun,0,0.002008506329730153
araf_lebenedh_nost,0,0.0007224004366435111
aran_aear_muinthel,0,0.0016822521574795246
aran_dannas_malad,0,0.0007122558890841901
aran_gwachaedir_lost,0,0.0019782420713454485
aran_hand_in,0,0.05312615633010864
aran_hast_Eru,0,0.002203970681875944
aran_honeg_sirion,0,0.0016915646847337484
aran_lin_gwaun,0,0.0018012594664469361
aran_puig_Druadan,0,0.0017981902929022908
aran_saew_rodwen,1,0.806695818901062
aranarth_aear_faradrim,0,0.0016003036871552467
aranarth_faun_hand,0,0.0017183871241286397
aranarth_gellui_melethril,0,0.010034339502453804
aranarth_gwilwileth_laer,0,0.2752964496612549
aranarth_rhovan_lasguil,0,0.11906922608613968
aranarth_sirion_adan,0,0.0015991834225133061
aranarth_tobas_gellui,0,0.0015705027617514133
aras_Elrim_Gwathuirim,0,0.09718810766935349
aras_ang_aeruil,0,0.0019415980204939842
aras_gilgalad_tann,0,0.001962061272934079
aras_lembas_bain,0,0.002193313091993332
aras_malad_Eru,0,0.004190994892269373
aras_minai_yll,0,0.0017123724101111293
aras_nadhras_galas,0,0.0007333544199354947
aras_riel_heleg,0,0.0019793850369751453
aras_rusc_rhovan,0,0.0007266523316502571
aras_ryn_manadh,0,0.0017368639819324017
archam_alag_rist,0,0.0016949886921793222
archam_calad_lossen,0,0.0015254811150953174
archam_elu_rochben,0,0.001714342855848372
archam_gli_heron,0,0.0019779368303716183
archam_hu_cirion,0,0.0025157472118735313
archam_lang_alph,0,0.11604231595993042
archam_puig_hervess,0,0.0007250495837070048
archam_rhach_imlad,0,0.12867768108844757
archam_roch_faradrim,0,0.0017167569603770971
archam_tachol_pennas,0,0.00075535848736763
badhor_Dornhoth_heledh,0,0.0007234110380522907
badhor_Sindarin_laer,0,0.001973728183656931
badhor_firiel_tinnu,0,0.009287595748901367
badhor_graw_aiglos,0,0.001949429977685213
badhor_hervenn_minai,0,0.001888153376057744
badhor_magol_merilin,0,0.0019439925672486424
badhor_mirdan_hwiniol,0,0.0018027706537395716
badhor_onodrim_alagos,0,0.0007392099942080677
badhor_rhach_rach,0,0.0018992724362760782
badhor_rist_maecheneb,0,0.0007122820243239403
badhor_rudh_morgul,0,0.0017312394920736551
badhor_talraph_lam,1,0.8038923144340515
bain_caras_nath,0,0.0007404639618471265
bain_gobennas_minas,0,0.0015611493727192283
bain_gwaloth_navaer,0,0.000710339576471597
bain_haudh_lost,0,0.0017088375752791762
bain_ylf_hun,0,0.0007210744079202414
balrog_Dornhoth_andrann,0,0.0015652910806238651
balrog_aear_Gwathuirim,0,0.004228218924254179
balrog_fervain_pent,0,0.0007305023609660566
balrog_gil_rhosc,0,0.001811979920603335
balrog_gond_fuin,0,0.0007298252894543111
balrog_minas_galvorn,0,0.002486948389559984
baneth_celon_lossen,0,0.0016973481979221106
baneth_harad_heledir,0,0.0026682151947170496
baneth_nidh_cyron,0,0.0016896823653951287
baneth_pilin_tachol,0,0.0018436058890074492
baneth_tamin_gli,0,0.0016999113140627742
baneth_thurin_meldir,1,0.8545329570770264
barad_amath_salph,0,0.0015450998907908797
barad_bregedur_ai,0,0.00441098865121603
barad_cirion_haust,0,0.0015545727219432592
barad_glamor_riel,0,0.0016107155242934823
barad_nur_gobennas,0,0.0016294701490551233
barad_ogol_sammar,0,0.001990579068660736
barad_peredhel_minas,0,0.2630288600921631
bass_amarth_elvellon,0,0.0019038907485082746
bass_archam_rhosc,1,0.8948469758033752
bass_dol_muinthel,0,0.0022527731489390135
bass_echad_gwael,0,0.0007372286636382341
bass_gwilwileth_lunt,0,0.7553950548171997
bass_lossen_nim,0,0.0007387009682133794
bass_myril_guldur,0,0.0007349895313382149
bass_thamas_galadhrim,0,0.0007209217874333262
bass_ulug_aegas,0,0.0017495278734713793
baug_agarwaen_angos,0,0.06101541221141815
baug_gwarth_ram,0,0.0015985401114448905
baug_randir_loss,0,0.0007929425919428468
baug_tavor_pent,0,0.4280630648136139
bellas_Tawarwaith_nothrim,0,0.0015579588944092393
bellas_baug_menel,0,0.24474585056304932
bellas_gul_aras,0,0.0015649362467229366
bellas_luithien_melethril,0,0.0017377851763740182
bellas_nell_amath,0,0.0019388848450034857
bellas_rochben_aith,0,0.0016979161882773042
bellas_tachol_hand,0,0.0007320099975913763
bragol_bronwe_lagor,0,0.0021635014563798904
bragol_fae_aphadrim,0,0.0019095949828624725
bragol_galenas_raug,0,0.0017001776723191142
bragol_galvorn_gwend,0,0.11036577075719833
bragol_gwachaedir_nost,0,0.0019394552800804377
bragol_gwathui_gobennas,0,0.002464618533849716
bragol_laes_tathar,1,0.07826689630746841
bragol_mirdan_ira,0,0.10096237808465958
bragol_ninglor_ank,0,0.001703030546195805
bragol_nothrim_gas,0,0.001706193550489843
bragol_onodrim_nimbrethil,0,0.0019537904299795628
bragol_pethron_anwar,0,0.0016459728358313441
braig_adar_laer,0,0.0016993976896628737
braig_corch_dannas,0,0.006798923015594482
braig_dunedhel_elu,0,0.0017021625535562634
braig_fern_nim,0,0.0017258261796087027
braig_graw_bellas,0,0.0017401790246367455
braig_hu_badhor,0,0.0007532763993367553
braig_lend_randir,0,0.0019086775137111545
braig_loss_hal,1,0.027076277881860733
braig_minai_ram,0,0.0018136401195079088
braig_randir_gwanur,0,0.0020032692700624466
bregedur_ah_aeruil,0,0.0022045662626624107
bregedur_celair_nost,0,0.0007310663932003081
bregedur_corf_romru,0,0.0021046933252364397
bregedur_minai_aerlinn,0,0.0017309131799265742
bregedur_rom_rochben,1,0.5082381367683411
bronwe_aderthad_law,0,0.016284586861729622
bronwe_galas_cund,0,0.002489174483343959
bronwe_gath_tavor,0,0.026962338015437126
bronwe_imloth_ithildin,0,0.003380174981430173
bronwe_manadh_firiel,0,0.002253187820315361
bronwe_riel_pilin,0,0.0007255818345583975
cabed_ang_sirion,0,0.0007125893025659025
cabed_cirion_nidh,0,0.0007255548844113946
cabed_cuil_gondrath,0,0.0017464793054386973
cabed_dol_cenedril,0,0.0022170310840010643
cabed_gellui_peredhel,0,0.02143373154103756
cabed_hub_merilin,0,0.02694244682788849
cabed_mereth_iphant,1,0.4295009970664978
cabed_min_sammar,0,0.0007589122978970408
cabed_sador_aranarth,0,0.001893255510367453
cabor_aran_melethril,0,0.6192448735237122
cabor_duin_magor,0,0.0017050697933882475
cabor_firiel_rhosc,0,0.0017111037159338593
cabor_gaurwaith_Gwathuirim,1,0.8225089907646179
cabor_merilin_hwiniol,0,0.0015688100829720497
cabor_minas_Gonhir,0,0.000739715644158423
cabor_paich_galad,0,0.001655951957218349
cabor_saelor_law,0,0.0020862699020653963
cae_Ennor_hun,0,0.09348848462104797
cae_Ennor_ulug,0,0.0021557945292443037
cae_Mithrim_fervain,0,0.0017011086456477642
cae_cair_merilin,0,0.0017032454488798976
cae_draug_ryn,0,0.0017076398944482207
cae_gador_gli,0,0.0007186249713413417
